,rank,artist_names,track_name,peak_rank,weeks_on_chart,streams,país
906,106,Måneskin,I WANNA BE YOUR SLAVE,107,2,15895,Honduras_limpio.csv
907,107,"Lunay, Anitta",TODO O NADA,77,5,15767,Honduras_limpio.csv
908,108,"Jay Wheeler, Myke Towers, Rauw Alejandro, DJ Nelson, Jhayco, Lunay, Kendo Kaponi","La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",41,29,15544,Honduras_limpio.csv
909,109,"Carlos Vives, Ricky Martin",Canción Bonita,89,10,15538,Honduras_limpio.csv
910,110,Ed Sheeran,Bad Habits,108,2,15379,Honduras_limpio.csv
911,111,"Bad Bunny, Luar La L",100 MILLONES,18,6,15276,Honduras_limpio.csv
912,112,"Natanael Cano, Oscar Maydon",Porte Exuberante,113,5,15111,Honduras_limpio.csv
913,113,"Nicky Jam, Myke Towers",Polvo,24,33,15081,Honduras_limpio.csv
914,114,"Becky G, El Alfa",FULANITO,115,2,14940,Honduras_limpio.csv
915,115,"J Balvin, Bad Bunny",QUE PRETENDES,4,106,14935,Honduras_limpio.csv
916,116,"Anuel AA, Bad Bunny",Hasta Que Dios Diga,1,58,14856,Honduras_limpio.csv
917,117,Bad Bunny,Yo Perreo Sola,1,71,14549,Honduras_limpio.csv
918,118,Tego Calderón,Pa' Que Retozen,119,42,14544,Honduras_limpio.csv
919,119,"Crissin, Totoy El Frio, Natan & Shander",Poblado,19,9,14513,Honduras_limpio.csv
920,120,"Justin Quiles, Chimbala, Zion & Lennox",Loco,121,3,14448,Honduras_limpio.csv
921,121,Daddy Yankee,PROBLEMA,31,19,14407,Honduras_limpio.csv
922,122,Los Enanitos Verdes,Lamento Boliviano,75,197,14379,Honduras_limpio.csv
923,123,Don Omar,Dile,120,57,14297,Honduras_limpio.csv
924,124,"KAROL G, Nicki Minaj",Tusa,1,87,14256,Honduras_limpio.csv
925,125,"Maluma, Lenny Tavárez, Justin Quiles",Parce (feat. Justin Quiles),17,46,14230,Honduras_limpio.csv
926,126,Olivia Rodrigo,"jealousy, jealousy",101,7,14146,Honduras_limpio.csv
927,127,Rauw Alejandro,Algo Mágico,71,22,14072,Honduras_limpio.csv
928,128,"Ozuna, Camilo",Despeinada,12,44,14014,Honduras_limpio.csv
929,129,Ed Maverick,Fuentes de Ortiz,105,82,13841,Honduras_limpio.csv
930,130,Christian Nodal,No Te Contaron Mal,52,138,13789,Honduras_limpio.csv
931,131,"Doja Cat, The Weeknd",You Right,129,2,13741,Honduras_limpio.csv
932,132,KAROL G,"Ay, DiOs Mío!",4,52,13642,Honduras_limpio.csv
933,133,"Bad Bunny, Yaviah",Bichiyal,11,71,13565,Honduras_limpio.csv
934,134,Dua Lipa,Levitating,82,17,13465,Honduras_limpio.csv
935,135,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,12,141,13392,Honduras_limpio.csv
936,136,"Jossef, Jamby El Favo, Eix",Persia - Remix,110,5,13385,Honduras_limpio.csv
937,137,Camilo,Vida de Rico,9,42,13287,Honduras_limpio.csv
938,138,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,6,88,13173,Honduras_limpio.csv
939,139,Luis Miguel,Hasta Que Me Olvides,66,12,12805,Honduras_limpio.csv
940,140,Kevin Kaarl,Vámonos a Marte,140,20,12805,Honduras_limpio.csv
941,141,"J Balvin, Bad Bunny, Marciano Cantero",UN PESO,6,106,12802,Honduras_limpio.csv
942,142,Boza,En La Luna,143,2,12604,Honduras_limpio.csv
943,143,"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),4,182,12554,Honduras_limpio.csv
944,144,J Balvin,Rojo,2,71,12473,Honduras_limpio.csv
945,145,Luis Miguel,La Incondicional,74,141,12470,Honduras_limpio.csv
946,146,"Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno",Toda Remix - Remix,3,90,12402,Honduras_limpio.csv
947,147,Masked Wolf,Astronaut In The Ocean,78,19,12326,Honduras_limpio.csv
948,148,"Aventura, Don Omar",Ella Y Yo - Featuring Don Omar,149,43,12304,Honduras_limpio.csv
949,149,Justin Quiles,Jeans,10,46,12304,Honduras_limpio.csv
950,150,"Lunay, Daddy Yankee, Bad Bunny",Soltera (Remix),2,113,12236,Honduras_limpio.csv
951,151,Plan B,Es un Secreto,152,5,12143,Honduras_limpio.csv
952,152,The Police,Every Breath You Take,133,146,12045,Honduras_limpio.csv
953,153,"Camilo, Christian Nodal",La Mitad,20,64,12000,Honduras_limpio.csv
954,154,Luis Miguel,Ahora Te Puedes Marchar,73,139,11912,Honduras_limpio.csv
955,155,Jerry Di,Mi Cuarto,10,47,11908,Honduras_limpio.csv
956,156,Alejandro Fernández,Me Dediqué a Perderte,108,169,11747,Honduras_limpio.csv
957,157,Christian Nodal,Se Me Olvidó,16,70,11720,Honduras_limpio.csv
958,158,De La Ghetto,Sensacion Del Bloque,138,43,11681,Honduras_limpio.csv
959,159,Harry Styles,Adore You,53,83,11672,Honduras_limpio.csv
960,160,"Lele Pons, Guaynaa",Se Te Nota (with Guaynaa),12,43,11626,Honduras_limpio.csv
961,161,"KAROL G, Wisin & Yandel, Nicky Jam, Ivy Queen, Zion, Alberto Stylee",LEYENDAS,125,14,11613,Honduras_limpio.csv
962,162,"Arcángel, Sech, Dímelo Flow",Sigues Con El,2,82,11601,Honduras_limpio.csv
963,163,"Myke Towers, Farruko, Arcángel, Sech, Zion",Si Se Da - Remix,10,101,11567,Honduras_limpio.csv
964,164,Hombres G,Devuélveme a mi chica,94,115,11528,Honduras_limpio.csv
965,165,El Fantasma,Palabra de Hombre,100,39,11498,Honduras_limpio.csv
966,166,Bad Bunny,YO VISTO ASÍ,7,32,11477,Honduras_limpio.csv
967,167,Myke Towers,Diosa,10,76,11450,Honduras_limpio.csv
968,168,Olivia Rodrigo,brutal,61,7,11449,Honduras_limpio.csv
969,169,"Manuel Turizo, Maluma",Amor en Coma,92,13,11395,Honduras_limpio.csv
970,170,Banda MS de Sergio Lizárraga,La Casita,160,13,11368,Honduras_limpio.csv
971,171,"Manuel Turizo, Justin Quiles, Dalex",Cosas Malas,151,4,11270,Honduras_limpio.csv
972,172,Farruko,Pepas,173,1,11183,Honduras_limpio.csv
973,173,"Rauw Alejandro, Chencho Corleone",El Efecto,41,62,11162,Honduras_limpio.csv
974,174,J Balvin,Azul,18,68,11147,Honduras_limpio.csv
975,175,Bella Poarch,Build a Bitch,102,8,11080,Honduras_limpio.csv
976,176,Christian Nodal,Probablemente,97,183,11058,Honduras_limpio.csv
977,177,Christian Nodal,Adiós Amor,20,199,10998,Honduras_limpio.csv
978,178,"Piso 21, Micro TDH",Te Vi,5,134,10964,Honduras_limpio.csv
979,179,"Juhn, Jay Wheeler",Fragancia,128,6,10945,Honduras_limpio.csv
980,180,Bacilos,Caraluna,72,213,10862,Honduras_limpio.csv
981,181,"Tony Dize, Yandel",Permitame (feat. Yandel),159,12,10792,Honduras_limpio.csv
982,182,"Rauw Alejandro, Farruko",Fantasias,3,96,10782,Honduras_limpio.csv
983,183,Bad Bunny,120,15,31,10769,Honduras_limpio.csv
984,184,The Neighbourhood,Sweater Weather,123,28,10750,Honduras_limpio.csv
985,185,Soda Stereo,De Música Ligera - Remasterizado 2007,163,66,10736,Honduras_limpio.csv
986,186,"Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell",Mírame - Remix,98,61,10717,Honduras_limpio.csv
987,187,Bad Bunny,Estamos Bien,1,143,10706,Honduras_limpio.csv
988,188,Post Malone,Circles,35,96,10688,Honduras_limpio.csv
989,189,J Balvin,Tu Veneno,56,16,10687,Honduras_limpio.csv
990,190,Bad Bunny,Soliá,10,55,10629,Honduras_limpio.csv
991,191,"ChiChi Peralta, Jandy Feliz",Procura,129,31,10612,Honduras_limpio.csv
992,192,Sech,PSL,193,1,10606,Honduras_limpio.csv
993,193,Carin Leon,Tu - En Vivo,98,53,10566,Honduras_limpio.csv
994,194,"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),5,98,10565,Honduras_limpio.csv
995,195,"MYA, TINI, Duki",2:50 Remix,196,1,10521,Honduras_limpio.csv
996,196,Manuel Turizo,Quiéreme Mientras Se Pueda,32,62,10456,Honduras_limpio.csv
997,197,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",China,1,103,10416,Honduras_limpio.csv
998,198,"Mora, Bad Bunny, Sech",Volando - Remix,199,1,10311,Honduras_limpio.csv
999,199,Lewis Capaldi,Someone You Loved,85,96,10305,Honduras_limpio.csv
1000,0,Rauw Alejandro,Todo De Ti,1,7,8259751,Mexico_limpio.csv
1001,1,Bad Bunny,Yonaguni,2,5,7746259,Mexico_limpio.csv
1002,2,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,3,2,5403640,Mexico_limpio.csv
1003,3,"J Balvin, Maria Becerra",Qué Más Pues?,4,6,5369822,Mexico_limpio.csv
1004,4,"Gera MX, Christian Nodal",Botella Tras Botella,1,11,4711141,Mexico_limpio.csv
1005,5,"Sebastian Yatra, Myke Towers",Pareja Del Año,4,12,3960756,Mexico_limpio.csv
1006,6,"Bad Bunny, Jhayco",DÁKITI,1,36,3192232,Mexico_limpio.csv
1007,7,Måneskin,Beggin',8,3,2918299,Mexico_limpio.csv
1008,8,"Bizarrap, Nicky Jam","Nicky Jam: Bzrp Music Sessions, Vol. 41",9,1,2701239,Mexico_limpio.csv
1009,9,"Rauw Alejandro, Mr. Naisgai",2/Catorce,6,10,2688818,Mexico_limpio.csv
1010,10,"Los Legendarios, Wisin, Jhayco",Fiel,1,21,2574389,Mexico_limpio.csv
1011,11,"Wisin, Jhayco, Anuel AA, Los Legendarios, Myke Towers",Fiel - Remix,10,3,2428962,Mexico_limpio.csv
1012,12,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",Poblado - Remix,13,3,2421630,Mexico_limpio.csv
1013,13,"Natanael Cano, Oscar Maydon",Porte Exuberante,12,6,2347322,Mexico_limpio.csv
1014,14,"KAROL G, Mariah Angeliq",EL MAKINON,7,15,2281922,Mexico_limpio.csv
1015,15,Olivia Rodrigo,good 4 u,14,8,1990490,Mexico_limpio.csv
1016,16,Marca MP,Ya Acabo,17,15,1962618,Mexico_limpio.csv
1017,17,Kali Uchis,telepatía,1,21,1942269,Mexico_limpio.csv
1018,18,"Myke Towers, Juhn",Bandido,3,29,1898536,Mexico_limpio.csv
1019,19,"Nio Garcia, Flow La Movie",AM,3,15,1884230,Mexico_limpio.csv
1020,20,"Doja Cat, SZA",Kiss Me More (feat. SZA),19,12,1879495,Mexico_limpio.csv
1021,21,Maluma,Hawái,1,49,1830426,Mexico_limpio.csv
1022,22,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,3,32,1819337,Mexico_limpio.csv
1023,23,Pablo Alborán,Saturno,24,33,1807340,Mexico_limpio.csv
1024,24,"Mora, Jhayco",512,18,10,1790951,Mexico_limpio.csv
1025,25,"NATTI NATASHA, Becky G",Ram Pam Pam,26,9,1750314,Mexico_limpio.csv
1026,26,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),19,11,1717601,Mexico_limpio.csv
1027,27,"LAGOS, Danny Ocean",Mónaco,28,2,1706931,Mexico_limpio.csv
1028,28,Lil Nas X,MONTERO (Call Me By Your Name),15,15,1688004,Mexico_limpio.csv
1029,29,"Grupo Firme, Carin Leon",El Tóxico,17,36,1632776,Mexico_limpio.csv
1030,30,KAROL G,BICHOTA,2,37,1619148,Mexico_limpio.csv
1031,31,BTS,Butter,6,7,1612027,Mexico_limpio.csv
1032,32,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),16,28,1584350,Mexico_limpio.csv
1033,33,Sech,911,8,21,1579848,Mexico_limpio.csv
1034,34,Piso 21,Tan Bonita,31,14,1560557,Mexico_limpio.csv
1035,35,Sech,Sal y Perrea,27,9,1551624,Mexico_limpio.csv
1036,36,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,37,2,1520508,Mexico_limpio.csv
1037,37,Rauw Alejandro,Algo Mágico,11,23,1519150,Mexico_limpio.csv
1038,38,"El Fantasma, Los Dos Carnales",Cabrón y Vago - En Vivo,17,48,1501731,Mexico_limpio.csv
1039,39,Christian Nodal,Aquí Abajo,6,52,1490771,Mexico_limpio.csv
1040,40,Bad Bunny,A Tu Merced,18,71,1489271,Mexico_limpio.csv
1041,41,"Lenin Ramírez, Grupo Firme",Yo Ya No Vuelvo Contigo - En Vivo,27,83,1458515,Mexico_limpio.csv
1042,42,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),7,23,1456698,Mexico_limpio.csv
1043,43,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,19,18,1437264,Mexico_limpio.csv
1044,44,"Rauw Alejandro, Anuel AA",Reloj,5,37,1433357,Mexico_limpio.csv
1045,45,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),7,16,1413055,Mexico_limpio.csv
1046,46,The Weeknd,Blinding Lights,2,84,1379653,Mexico_limpio.csv
1047,47,Bad Bunny,TE MUDASTE,4,32,1374288,Mexico_limpio.csv
1048,48,"J Balvin, Bad Bunny",LA CANCIÓN,1,106,1368950,Mexico_limpio.csv
1049,49,"J Balvin, Skrillex",In Da Getto,50,1,1358486,Mexico_limpio.csv
1050,50,Junior H,Ella,43,77,1300538,Mexico_limpio.csv
1051,51,"Los Plebes del Rancho de Ariel Camacho, Christian Nodal",2 Veces,39,18,1296370,Mexico_limpio.csv
1052,52,Bad Bunny,De Museo,53,1,1243133,Mexico_limpio.csv
1053,53,Banda MS de Sergio Lizárraga,La Casita,36,25,1239737,Mexico_limpio.csv
1054,54,"Kidd Keo, Yay",Ma Vie (feat. Yay),53,11,1234408,Mexico_limpio.csv
1055,55,Ed Sheeran,Bad Habits,56,2,1214320,Mexico_limpio.csv
1056,56,Olivia Rodrigo,deja vu,25,13,1212042,Mexico_limpio.csv
1057,57,"Fuerza Regida, Calle 24",Que Esta Pasando,40,10,1204624,Mexico_limpio.csv
1058,58,"Lupillo Rivera, Alemán, Santa Fe Klan, Snoop Dogg, B-Real",Grandes Ligas,20,8,1179668,Mexico_limpio.csv
1059,59,"Santa Fe Klan, Neto Peña, Yoss Bones",Debo Entender,53,7,1146843,Mexico_limpio.csv
1060,60,Ed Maverick,Fuentes de Ortiz,21,130,1124523,Mexico_limpio.csv
1061,61,Danny Ocean,Me Rehúso,1,232,1119547,Mexico_limpio.csv
1062,62,"Reik, Maluma",Perfecta,49,6,1093692,Mexico_limpio.csv
1063,63,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,6,96,1077841,Mexico_limpio.csv
1064,64,Luis Miguel,Ahora Te Puedes Marchar,21,237,1073997,Mexico_limpio.csv
1065,65,"Grupo Firme, Lenin Ramírez",En Tu Perra Vida,66,6,1054898,Mexico_limpio.csv
1066,66,Danna Paola,MÍA,59,3,1038093,Mexico_limpio.csv
1067,67,Christian Nodal,De Los Besos Que Te Di,17,117,1034018,Mexico_limpio.csv
1068,68,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),4,50,1007337,Mexico_limpio.csv
1069,69,"Jhayco, J Balvin, Bad Bunny",No Me Conoce - Remix,3,112,1000474,Mexico_limpio.csv
1070,70,Luis Miguel,Hasta Que Me Olvides,11,82,998146,Mexico_limpio.csv
1071,71,Olivia Rodrigo,drivers license,8,26,997659,Mexico_limpio.csv
1072,72,"Grupo Firme, Grupo Codiciado",Gracias - En Vivo,55,14,971225,Mexico_limpio.csv
1073,73,Tiësto,The Business,39,21,956309,Mexico_limpio.csv
1074,74,Bad Bunny,Vete,1,85,956037,Mexico_limpio.csv
1075,75,Bad Bunny,Si Veo a Tu Mamá,1,71,943552,Mexico_limpio.csv
1076,76,Calibre 50,A La Antigüita,77,8,941136,Mexico_limpio.csv
1077,77,"Rochy RD, Myke Towers, Nicki Nicole",Ella No Es Tuya - Remix,10,20,938390,Mexico_limpio.csv
1078,78,"Crissin, Totoy El Frio, Natan & Shander",Poblado,10,10,937055,Mexico_limpio.csv
1079,79,Carin Leon,Tu - En Vivo,14,58,936179,Mexico_limpio.csv
1080,80,Eslabon Armado,Con Tus Besos,47,64,935591,Mexico_limpio.csv
1081,81,The Weeknd,Save Your Tears,5,28,933775,Mexico_limpio.csv
1082,82,"Bad Bunny, Tainy",Callaita,1,110,933450,Mexico_limpio.csv
1083,83,"Morat, Danna Paola",Idiota,51,5,929065,Mexico_limpio.csv
1084,84,"Christian Nodal, Ángela Aguilar",Dime Cómo Quieres,4,34,927943,Mexico_limpio.csv
1085,85,Dua Lipa,Don't Start Now,8,88,921937,Mexico_limpio.csv
1086,86,El Fantasma,Palabra de Hombre,49,70,916580,Mexico_limpio.csv
1087,87,"Bad Bunny, Daddy Yankee",La Santa,5,71,912679,Mexico_limpio.csv
1088,88,"Ozuna, J Balvin, Chencho Corleone",Una Locura,18,44,910545,Mexico_limpio.csv
1089,89,Bad Bunny,Si Estuviésemos Juntos,52,112,909943,Mexico_limpio.csv
1090,90,"TINI, Maria Becerra",Miénteme,91,5,909122,Mexico_limpio.csv
1091,91,"Piso 21, Maluma",Más De La Una,18,31,909082,Mexico_limpio.csv
1092,92,Natanael Cano,Diamantes,93,5,904087,Mexico_limpio.csv
1093,93,Bella Poarch,Build a Bitch,66,8,900709,Mexico_limpio.csv
1094,94,Natanael Cano,Amor Tumbado,30,77,895251,Mexico_limpio.csv
1095,95,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,6,54,894256,Mexico_limpio.csv
1096,96,Måneskin,I WANNA BE YOUR SLAVE,97,2,887951,Mexico_limpio.csv
1097,97,Mi Banda El Mexicano,Ramito De Violetas,40,73,886596,Mexico_limpio.csv
1098,98,"Alex Rose, Rauw Alejandro",Me Fije,99,4,886433,Mexico_limpio.csv
1099,99,Kevin Kaarl,Vámonos a Marte,100,31,885398,Mexico_limpio.csv
1100,100,Junior H,Mente Positiva,84,61,877821,Mexico_limpio.csv
1101,101,"Santa Fe Klan, Nanpa Básico",Te Ire A Buscar,84,15,870059,Mexico_limpio.csv
1102,102,León Larregui,Brillas,43,237,865186,Mexico_limpio.csv
1103,103,Luis Miguel,La Incondicional,26,170,864618,Mexico_limpio.csv
1104,104,"Santa Fe Klan, Big Soto, Neto Peña",Todo Va Estar Bien,105,1,859909,Mexico_limpio.csv
1105,105,Carin Leon,Me la Avente,27,109,849785,Mexico_limpio.csv
1106,106,Christian Nodal,Se Me Olvidó,3,70,844283,Mexico_limpio.csv
1107,107,Los Dos Carnales,El Envidioso,52,56,838826,Mexico_limpio.csv
1108,108,"Grupo Firme, Marca MP",El Güero (Feat. Marca MP),47,81,830391,Mexico_limpio.csv
1109,109,Calibre 50,Si Te Pudiera Mentir,76,50,821302,Mexico_limpio.csv
1110,110,Harry Styles,Watermelon Sugar,28,70,820466,Mexico_limpio.csv
1111,111,Olivia Rodrigo,happier,97,7,819584,Mexico_limpio.csv
1112,112,Christian Nodal,No Te Contaron Mal,9,148,819350,Mexico_limpio.csv
1113,113,"Sebastian Yatra, Guaynaa",Chica Ideal,12,37,818813,Mexico_limpio.csv
1114,114,BTS,Dynamite,21,46,818718,Mexico_limpio.csv
1115,115,"Camilo, Christian Nodal",La Mitad,17,64,816527,Mexico_limpio.csv
1116,116,Justin Morales,Desde Morro,100,24,815646,Mexico_limpio.csv
1117,117,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",Relación - Remix,2,44,815360,Mexico_limpio.csv
1118,118,"Bizarrap, Snow Tha Product","Snow Tha Product: Bzrp Music Sessions, Vol. 39",25,10,813071,Mexico_limpio.csv
1119,119,Olivia Rodrigo,traitor,83,7,811129,Mexico_limpio.csv
1120,120,"Camilo, Evaluna Montaner",Machu Picchu,19,18,809107,Mexico_limpio.csv
1121,121,"Jhayco, Bad Bunny",CÓMO SE SIENTE - Remix,26,61,805513,Mexico_limpio.csv
1122,122,"KAROL G, Anuel AA, J Balvin",LOCATION,17,21,803308,Mexico_limpio.csv
1123,123,"Junior H, Natanael Cano",Disfruto Lo Malo,101,39,802165,Mexico_limpio.csv
1124,124,Alejandro Fernández,Me Dediqué a Perderte,73,237,800990,Mexico_limpio.csv
1125,125,"KAROL G, Nicki Minaj",Tusa,1,87,790465,Mexico_limpio.csv
1126,126,Rauw Alejandro,Sexo Virtual,92,2,788172,Mexico_limpio.csv
1127,127,Banda MS de Sergio Lizárraga,El Color de Tus Ojos,24,195,784528,Mexico_limpio.csv
1128,128,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,1,71,779055,Mexico_limpio.csv
1129,129,Camilo,Vida de Rico,5,42,772269,Mexico_limpio.csv
1130,130,J Balvin,Azul,1,68,771253,Mexico_limpio.csv
1131,131,"Luis Angel ""El Flaco"", Grupo Firme",Hasta la Miel Amarga (feat. Grupo Firme),92,29,761898,Mexico_limpio.csv
1132,132,"KEVIN ROLDAN, Bryant Myers, Lyanno",HASTA ABAJO,17,35,761337,Mexico_limpio.csv
1133,133,"Doja Cat, The Weeknd",You Right,134,2,760092,Mexico_limpio.csv
1134,134,"Rauw Alejandro, Camilo",Tattoo - Remix with Camilo,4,52,759370,Mexico_limpio.csv
1135,135,Masked Wolf,Astronaut In The Ocean,47,17,754954,Mexico_limpio.csv
1136,136,"Lele Pons, Guaynaa",Se Te Nota (with Guaynaa),2,44,750988,Mexico_limpio.csv
1137,137,Olivia Rodrigo,favorite crime,138,7,749681,Mexico_limpio.csv
1138,138,Humbe,EL POETA,49,16,747449,Mexico_limpio.csv
1139,139,Bad Bunny,HACIENDO QUE ME AMAS,5,32,745812,Mexico_limpio.csv
1140,140,Los Elegantes de Jerez,Tú,134,36,737778,Mexico_limpio.csv
1141,141,"DJ Pablito, La Factoria, Joycee",Todavía,106,75,736817,Mexico_limpio.csv
1142,142,Tones And I,Dance Monkey,2,95,730236,Mexico_limpio.csv
1143,143,"Los Ángeles Azules, Belinda, Lalo Ebratt, Horacio Palencia",Amor a Primera Vista,13,108,724028,Mexico_limpio.csv
1144,144,Olivia Rodrigo,"jealousy, jealousy",145,3,722405,Mexico_limpio.csv
1145,145,Hombres G,Devuélveme a mi chica,72,202,721954,Mexico_limpio.csv
1146,146,Christian Nodal,Probablemente,12,207,720588,Mexico_limpio.csv
1147,147,"Los 2 de la S, Banda MS de Sergio Lizárraga",Somos Los Que Somos - En Vivo,99,28,710103,Mexico_limpio.csv
1148,148,Christian Nodal,Adiós Amor,9,237,708124,Mexico_limpio.csv
1149,149,Fuego,Una Vaina Loca,150,2,699639,Mexico_limpio.csv
1150,150,Boza,Ella,141,3,683935,Mexico_limpio.csv
1151,151,"Lefty Sm, Santa Fe Klan",Por Mi México,152,6,682663,Mexico_limpio.csv
1152,152,Natanael Cano,El Drip,122,24,682617,Mexico_limpio.csv
1153,153,Rels B,A Mí,68,124,682570,Mexico_limpio.csv
1154,154,Bad Bunny,La Difícil,3,71,679739,Mexico_limpio.csv
1155,155,Junior H,Jueves 10,78,5,679559,Mexico_limpio.csv
1156,156,Boza,Hecha Pa' Mi,6,33,678798,Mexico_limpio.csv
1157,157,"Black Eyed Peas, Shakira",GIRL LIKE ME,17,30,677852,Mexico_limpio.csv
1158,158,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",Aloha,84,13,677150,Mexico_limpio.csv
1159,159,"Wisin, Myke Towers, Los Legendarios",Mi Niña,10,40,675675,Mexico_limpio.csv
1160,160,"Grupo Firme, Luis Alfonso Partida El Yaki",Cada Vez Te Extraño Más,70,84,674788,Mexico_limpio.csv
1161,161,"Manuel Turizo, Rauw Alejandro, Myke Towers",La Nota,11,39,671673,Mexico_limpio.csv
1162,162,Los Enanitos Verdes,Lamento Boliviano,84,150,670473,Mexico_limpio.csv
1163,163,"Bad Bunny, Mora",Una Vez,30,55,670005,Mexico_limpio.csv
1164,164,"Maluma, Lenny Tavárez, Justin Quiles",Parce (feat. Justin Quiles),6,46,667636,Mexico_limpio.csv
1165,165,Bad Bunny,Yo Perreo Sola,1,71,667551,Mexico_limpio.csv
1166,166,Farruko,La Tóxica,4,45,666039,Mexico_limpio.csv
1167,167,Luis Miguel,Culpable O No - Miénteme Como Siempre,4,163,665714,Mexico_limpio.csv
1168,168,Rauw Alejandro,Aquel Nap ZzZz,169,1,665080,Mexico_limpio.csv
1169,169,Banda MS de Sergio Lizárraga,Cerrando Ciclos,100,32,663761,Mexico_limpio.csv
1170,170,Daddy Yankee,PROBLEMA,57,19,663313,Mexico_limpio.csv
1171,171,"Bad Bunny, Sech",Ignorantes,2,73,662568,Mexico_limpio.csv
1172,172,"Camilo, El Alfa",BEBÉ,17,32,658707,Mexico_limpio.csv
1173,173,T3R Elemento,Ojitos de Miel,154,6,652245,Mexico_limpio.csv
1174,174,Chayín Rubio,Ya Me Enteré,61,99,652206,Mexico_limpio.csv
1175,175,"Bizarrap, L-Gante","L-Gante: Bzrp Music Sessions, Vol.38",73,16,651069,Mexico_limpio.csv
1176,176,Bad Bunny,BOOKER T,10,32,649280,Mexico_limpio.csv
1177,177,"Becky G, El Alfa",FULANITO,178,1,644916,Mexico_limpio.csv
1178,178,"Carin Leon, Tony Melendez",El Amor De Tu Vida,82,44,639335,Mexico_limpio.csv
1179,179,"Wisin, Yandel, Farruko, Jon Z, Don Chezina, Chencho Corleone, Myke Towers",3G - Remix,47,22,637603,Mexico_limpio.csv
1180,180,"MC Davo, Calibre 50",¿Quién Te Crees?,58,16,637480,Mexico_limpio.csv
1181,181,Los Del Limit,Amor Fugaz,182,1,636404,Mexico_limpio.csv
1182,182,Jesse & Joy,Dueles,43,43,632674,Mexico_limpio.csv
1183,183,Los Dos Carnales,Vida Ventajosa,62,46,631091,Mexico_limpio.csv
1184,184,Paulo Londra,Tal Vez,2,118,628357,Mexico_limpio.csv
1185,185,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,1,60,627923,Mexico_limpio.csv
1186,186,Bobby Pulido,Desvelado,131,29,623491,Mexico_limpio.csv
1187,187,Kevin Kaarl,Colapso,143,9,621982,Mexico_limpio.csv
1188,188,"Jossef, Jamby El Favo, Eix",Persia - Remix,189,5,621048,Mexico_limpio.csv
1189,189,Cartel De Santa,Bombos y Tarolas,190,1,620871,Mexico_limpio.csv
1190,190,"Justin Quiles, Chimbala, Zion & Lennox",Loco,191,1,617778,Mexico_limpio.csv
1191,191,"Reik, Christian Nodal",Poco,44,32,615900,Mexico_limpio.csv
1192,192,"Grupo Firme, Banda Coloso",El Amor No Fue Pa´ Mí - En Vivo,60,70,614186,Mexico_limpio.csv
1193,193,Marca MP,Te Apuesto - En vivo,170,9,613855,Mexico_limpio.csv
1194,194,Intocable,Fuerte No Soy,97,56,612060,Mexico_limpio.csv
1195,195,Imagine Dragons,Believer,34,228,611256,Mexico_limpio.csv
1196,196,The Police,Every Breath You Take,119,131,609483,Mexico_limpio.csv
1197,197,"Majestic, Boney M.",Rasputin,184,2,605741,Mexico_limpio.csv
1198,198,"Pepe Aguilar, Melissa Robles, Ángela Aguilar, La Marisoul",Prometiste,58,199,605520,Mexico_limpio.csv
1199,199,KAROL G,"Ay, DiOs Mío!",3,52,603637,Mexico_limpio.csv
1200,0,"Bizarrap, Nicky Jam","Nicky Jam: Bzrp Music Sessions, Vol. 41",1,2,4704707,Argentina_limpio.csv
1201,1,"MYA, TINI, Duki",2:50 Remix,1,3,3771314,Argentina_limpio.csv
